Index,Title,Content
36,Pixies,Pixies rock alternatiboko musika talde bat da Bostonen 1986an sortua Taldea 1993an desegin zen modu garratzean baina 2004an berriro batu zen Black Francis ahots nagusia gitarra elektrikoa eta gitarra akustikoa Joey Santiago gitarra elektrikoa Kim Deal baxua eta bigarren ahotsa eta David Lovering bateria  izan dira taldearen kideak hasieratik AEBetan arrakasta apala lortu bazuten ere Erresuma Batuan eta gainerako Europan ospetsuagoak bilakatu dira nahiz eta ez duten arrakasta luzeegia erdietsi musikaren korronte nagusianTaldearen estiloa punkean eta indie rockean oinarritzen da eta oso melodikoa izan arren narritagarria izan daiteke Black Francisek sortzen ditu taldearen letra gehienak eta haren ukitu etsigarria eta ahuenezkoa nabaria da Oso maiz kanta kriptikoak idazten ditu ezohiko gaiei buruz UFOak edo surrealismoa esate baterako Taldearen kanta ugarik desoreka mentala Bibliako irudi bortitzak eta oinaze fisikoa dituzte hizpide Taldea sarri hartzen da rock alternatiboaren 1990eko hamarkadako loraldiaren aitzindaritzat nahiz eta desegin ziren hartze horrek ekar zekizkien onurak jaso aurretik Nirvanako Kurt Cobainek berak aitortu zuen gauza asko zor zizkiola Pixisi Beste talde alternatibo batzuek antzeko aitorpenak eginda Pixisen ospea nabarmenki hazi zen desegin eta ondoko urteetan  Erreferentziak   Kanpo estekak 
37,Puéchoursi,Puéchoursi frantsesez eta ofizialki Puéchoursi Okzitaniako udalerri bat da Administratiboki Frantziako Tarn departamenduan dago Okzitania eskualdean 2013an 90 biztanle zituen  Demografia   Biztanleria  2007an Puéchoursi udalerrian erroldatutako biztanleak 90 ziren Familiak 40 ziren horien artean 4 pertsona bakarrekoak ziren 4 bakarrik bizi ziren emakumeak eta 4 bakarrik bizi ziren emakumeak 16 semealabarik gabeko familiak ziren 12 semealabak dituzten bikoteak ziren eta 8 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan duErroldatutako biztanleak  Etxebizitza  2007an 46 etxebizitza zeuden 37 familiaren etxebizitza nagusia ziren 6 bigarren erresidentzia ziren eta 3 hutsik zeuden Etxebizitza guzti hauek 44etxeak ziren 37 etxebizitza nagusietatik 30 bere jabearen bizilekua ziren eta 7 alokairuan okupaturik zeuden 2 etxek bi gela zituzten 6 etxek hiru zituzten 9 etxek lau zituzten eta 20 etxek bost zituzten 32 etxek euren parking plaza propioa zuten azpian 12 etxetan ibilgailu bat zegoen eta 23 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 60 ziren horien artean 46 aktiboak ziren eta 14 inaktiboak ziren 46 pertsona aktiboetatik 41 lanean zeuden 21 gizon eta 20 emakume eta 5 langabezian zeuden 2 gizon eta 3 emakume 14 pertsona inaktiboetatik 5 erretiraturik zeuden 3 ikasten zeuden eta 6 bestelako inaktibo gisa sailkaturik zeuden  Ekonomia jarduerak  2007an zeuden 5 komertzioetatik 3 eraikuntza enpresak ziren 1 zerbitzu enpresa zen eta 1 beste zerbitzu jarduera batzuk multzoan sailkatutako enpresa zen2009an zeuden norbanakoentzako 3 zerbitzu publikoetatik 1 igeltseroa zen 1 margolaria eta 1 zurgina2000 urtean Puéchoursi udalerrian 5 nekazaritzaustiategi zeuden  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
38,Ormiston (Belfast),Ormiston Ipar Irlandako Belfast hiriko hauteskundebarruti bat da 2014an sortua izan zen hiriaren eremu berbera barne hartzen zuen Victoria hauteskundebarrutia ordezkatzeko  Kanpo estekak 
39,Mylossoma duriventre,Mylossoma duriventre Mylossoma generoko animalia da Arrainen barruko Serrasalmidae familian sailkatzen da  Banaketa   Erreferentziak   Ikus gainera  Mylossoma Serrasalmidae  Kanpo estekak  FishBaseorg
40,Moko-balea,Mokobaleen edo zifioen ziphiidae familia zetazeo odontozetoen multzo bat da barnean 21 espezie dituena Bere habitat ur sakonetan dagoenez nahiko espezie ezezagunak diraBizkaiko golkoan Cuvier mokobalea ikuskatzen ahal da  Ezaugarriak  Tamaina ertaineko itsas ugaztunak dira eta urpeko igeriketa benetan izugarriak egiten dituzte nahiko dute urazalean bi minutu egon gero ur azpian bi ordu egon ahal izateko beste oxigenoa hartzeko zeroiek baino gaitasun handiagoa Sakonera handikoak diren urpeko igeriketa horien artean zifioek buzeo laburragoak egiten dituzte errekuperatzeko 400 mraino 1020 minutuan Behin uretan murgilduta gutxi gorabehera 500 metrora daudelarik ekolokalizazioklaskak egiten hasten dira Izan ere sonar hori saguzarren eta zetazeoen eboluzioildoetan garatu da bata bestearekiko beregain Berari esker harrapakin egokia lokalizatzen dute Behin lokalizatuta klaskak azkar igortzen hasten dira bere harrapakariari gertutik jarraitzeko eta azkenean harrapatzeko Bizitza luzeko animaliak dira ugalketa erritmo baxua dute eta izaten duten kume apurren zaintzaz arduratzen dira  Taxonomia  Incertae sedis Anoplonassa Belemnoziphius Cetorhynchus Eboroziphius Khoikhoicetus Nazcacetus Nenga Pelycorhamphus Pterocetus Xhosacetus Forma basalak Aporotus Beneziphius Messapicetus Ninoziphius Notoziphius Ziphirostrum Berardiinae azpifamilia Archaeoziphius Berardius Berardius arnuxii Berardius bairdii Berardius minimus Hyperoodontinae azpifamilia Africanacetus Hyperoodon Hyperoodon ampullatus Hyperoodon planifrons Indopacetus Indopacetus pacificus Mesoplodon Mesoplodon bidens Mesoplodon bowdoini Mesoplodon carlhubbsi Mesoplodon densirostris Mesoplodon europaeus Mesoplodon ginkgodens Mesoplodon grayi Mesoplodon hectori Mesoplodon hotaula Mesoplodon layardii Mesoplodon mirus Mesoplodon perrini Mesoplodon peruvianus Mesoplodon stejnegeri Mesoplodon traversii Ziphiinae azpifamilia Caviziphius Choneziphius Globicetus Imocetus Izikoziphius Tusciziphius Tasmacetus Tasmacetus shepherdi Ziphius Ziphius cavirostris Cuvier mokobalea  Erreferentziak   Kanpo estekak 
41,Étoutteville,Étoutteville Frantziako udalerria da Itsas Sena departamenduan dagoena Normandia eskualdean 2013an 604 biztanle zituen  Demografia   Biztanleria  2007an Étoutteville udalerrian erroldatutako biztanleak 604 ziren Familiak 209 ziren horien artean 31 pertsona bakarrekoak ziren 12 bakarrik bizi ziren gizonak eta 19 bakarrik bizi ziren emakumeak 62 semealabarik gabeko familiak ziren 108 semealabak dituzten bikoteak ziren eta 8 semealabak dituzten gurasobakarreko familiak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 219 etxebizitza zeuden 203 familiaren etxebizitza nagusia ziren 11 bigarren erresidentzia ziren eta 6 hutsik zeuden 213 etxeak ziren eta 6 apartamentuak ziren 203 etxebizitza nagusietatik 167 bere jabearen bizilekua ziren 33 alokairuan okupaturik zeuden eta 3 doan lagata zeuden 1ek gela bat zuen 10 etxek bi zituzten 16 etxek hiru zituzten 44 etxek lau zituzten eta 131 etxek bost zituzten 177 etxek euren parking plaza propioa zuten azpian 86 etxetan ibilgailu bat zegoen eta 110 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 391 ziren horien artean 293 aktiboak ziren eta 98 inaktiboak ziren 293 pertsona aktiboetatik 274 lanean zeuden 153 gizon eta 121 emakume eta 21 langabezian zeuden 9 gizon eta 12 emakume 98 pertsona inaktiboetatik 33 erretiraturik zeuden 42 ikasten zeuden eta 23 bestelako inaktibo gisa sailkaturik zeuden  Diru sarrerak  2009an Étoutteville udalerrian 224 unitate fiskal zeuden 6705 pertsonek osaturik Pertsona bakoitzeko dirusarrera fiskalaren mediana urteko 17849 euro zen  Ekonomia jarduerak  2007an zeuden 9 komertzioetatik 1 bestelako produktu industrialen fabrikazioko enpresa zen 4 eraikuntza enpresak ziren 2 ibilgailuen saltze eta konpontze enpresak ziren eta 2 beste zerbitzu jarduera batzuk multzoan sailkatutako enpresak ziren2009an zeuden norbanakoentzako 4 zerbitzu publikoetatik 1 igeltseroa zen 1 margolaria eta 2 zurginak2000 urtean Étoutteville udalerrian 25 nekazaritzaustiategi zeuden 756 hektarea erabiltzen  Hezkuntza eta osasun ekipamenduak  2009an inguruko herriekin osatutako barreiatutako lehenhezkuntzako eskola bat zegoen  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
42,Saint-Dizant-du-Bois,SaintDizantduBois Frantziako udalerria da Itsas Charente departamenduan dagoena PoitouCharentes eskualdean 2013an 121 biztanle zituen  Demografia   Biztanleria  2007an SaintDizantduBois udalerrian erroldatutako biztanleak 102 ziren Familiak 48 ziren horien artean 16 pertsona bakarrekoak ziren 16 bakarrik bizi ziren emakumeak eta 16 bakarrik bizi ziren emakumeak 20 semealabarik gabeko familiak ziren eta 12 semealabak dituzten bikoteak ziren Biztanleriak denboran ondorengo grafikoan ageri den bilakaera izan du Ikus jatorrizko Wikidatako eskaera eta iturriak  Etxebizitza  2007an 57 etxebizitza zeuden 46 familiaren etxebizitza nagusia ziren 7 bigarren erresidentzia ziren eta 4 hutsik zeuden 55 etxeak ziren eta 2 apartamentuak ziren 46 etxebizitza nagusietatik 35 bere jabearen bizilekua ziren eta 10 alokairuan okupaturik zeuden 7 etxek bi gela zituzten 10 etxek hiru zituzten 11 etxek lau zituzten eta 17 etxek bost zituzten 43 etxek euren parking plaza propioa zuten azpian 17 etxetan ibilgailu bat zegoen eta 22 etxetan bat baino gehiago zituzten  Biztanleriapiramidea  2009an sexu eta adinaren araberako biztanleriapiramidea hau zen  Ekonomia  2007an lan egiteko adina zuten pertsonak 58 ziren horien artean 37 aktiboak ziren eta 21 inaktiboak ziren 37 pertsona aktiboetatik 34 lanean zeuden 17 gizon eta 17 emakume eta 3 langabezian zeuden 2 gizon eta 1 emakume 21 pertsona inaktiboetatik 10 erretiraturik zeuden 2 ikasten zeuden eta 9 bestelako inaktibo gisa sailkaturik zeuden  Ekonomia jarduerak  2007an zeuden 3 komertzioetatik 1 ibilgailuen saltze eta konpontze enpresa zen eta 2 zerbitzu enpresak ziren2000 urtean SaintDizantduBois udalerrian 5 nekazaritzaustiategi zeuden  Gertuen dauden herriak  Diagrama honek gertuen dauden herriak erakusten ditu  Erreferentziak   Kanpo estekak  FrantsesezRésumé statistique INSEEren udalerriko estatistiken laburpena FrantsesezÉvolution et structure de la population INSEEren udalerriko datuen fitxa FrantsesezFrance par comune Frantziako udalerri guztietako datu zehatzak mapa baten bitartez eskuragarri
43,Suediako hiriak populazioaren arabera,Suediako hiri nagusiak honako hauek dira  Kanpo estekak 
44,Tepelmeme Villa de Morelos (udalerria),Tepelmeme Villa de Morelos Mexikoko udalerri bat da Oaxaca estatuan kokatua dago 2010ean 1734 biztanle zituen 57582 km²ko azaleran Herriburua Tepelmeme Villa de Morelos da  Erreferentziak   Kanpo estekak 
45,Halimochirurgus centriscoides,Halimochirurgus centriscoides Halimochirurgus generoko animalia da Arrainen barruko Triacanthodidae familian sailkatzen da  Banaketa   Erreferentziak   Ikus gainera  Halimochirurgus Triacanthodidae  Kanpo estekak  FishBaseorg
46,Iparraldeko Yorkshire,North Yorkshire ingelesez North Yorkshire Ingalaterrako konderria da Erresuma Batuan Yorkshire eta Humberko eskualdean dago Zazpi barrutietan banatuta dago Craven Hambleton Harrogate Richmondshire Ryedale Scarborough y Selby Konderriaren mendirik altuena Whernside da Cumbriarekin daukan mugan 736 metrokoa Konderria 1974an sortu zuten Mugakide hauek ditu Ekialdeko Yorkshire Hegoaldeko Yorkshire Mendebaldeko Yorkshire Lancashire Cumbria eta Durham  Hiri nagusiak  Filey Catterick Northallerton konderriaren hiriburua Ravenscar Welburn  Kanpo estekak 
47,Oberelz,Oberelz Alemaniako udalerria da RenaniaPalatinatua estatuan dago Vulkaneifel barrutian 2014an 128 biztanle zituen 555 kilometro koadrotan banatuta  Demografia  Ikus jatorrizko Wikidatako eskaera eta iturriak  Kanpo estekak  Webgune ofiziala
48,Vampyroteuthis infernalis,Vampyroteuthis infernalis ur sakoneko zefalopodo txikia da Vampyromorphida ordenako kideen artean bizirik dagoen bakarra da beraz bitxitasun filogenetiko bat da Lehenengo espezimenak 189899ko Valdiviako espedizioan topatu zituzten Biolumineszentzia sortzen dute  Erreferentziak   Kanpo estekak 
50,Negar,Gizakiengan negarra edo lantua malkoak isurtzea da egoera emozional berezi bati erantzun gisa Gai eztabaidatua da animaliak zertarako edo zergatik negar egiten ote duten gizakiek argi dago emozio bati erantzuteko  Prebalentzia  300 pertsona heldu aztertu ondoren ikusi zen gizonek hilabetean behin eta emakumeek gutxienez bost aldiz egiten dutela negar bataz beste Bereziki emakumeak hilekoa eduki aurretik eta bitartean ere negar egiten dutela ere hauteman zen Batzuen iritziz negarraren onura fisiko zein psikologikoak ez dira konprobatuak izan zientziaren bidez Hala ere inkesten arabera emakumeen 85 eta gizonen kasuan 73 onartzen du negar egin ondoren hobeto sentitzen direla Alemaniako Erakunde Oftalmologikoaren arabera emakumeek 3064 aldiz egiten dute negar urtean eta gizonek 617 aldiz Beraz konprobatuta dago emakumeak askoz sensibleagoak direla gizonak baino Gizonek bi eta lau minutu bitartean egiten dute negar eta emakumeek sei minutu inguru Negarra negar bihurtzen zen emakumeen  65 kasuetan gizonen  6rekin alderatuta Nerabezaroaren aurretik ez zen sexuen arteko desberdintasunik aurkitu  Fisiologia  Negar egiterakoan sortzen diren malkoek beste malkoengandik desberdintzeko hainbat konposizio kimikoz osatuta daude  Prolaktina adrenokortikotropa eta leukoenzefalina hormona kantitate altua daukate eta potasio elementua ere importantea da Pertsona bat benetan negar egiten ari dela jakiteko normalean beste sintoma batzuekin batera agertzen da hala nola arnasketa motel baina erratikoarekin airea atxikitzeko noizbehinkako kasuekin apnea eta muskuludardararekin Hortaz aparte negar egiteko malko guruinan dauden neuronak emozioekin lotutako garunaren zati batera konektatzen dira Hau da konexio neuronal bat egoten da  Malkomotak  Hiru malkomota daude malko basalak malko erreflexiboak eta malko psikikoak Malko basalak minutu bakoitzeko 12 mikrolitroko abiaduran joaten dira gutxi gorabehera eta begiak lubrikatuak izateko eta kornearen irregulartasunak leuntzeko prest daude Erreflexiomalkoak begiko erreakzioei erantzuten dieten malkoak dira Adibidez negarra eragiten duten tipularen estimuluari erantzuten diote edo gorputz arrotz bat begian sartzen denean Eta azkenik malko psikikoak malkosistemak sortzen ditu eta egoera emozionaletan kanporatzen diren malkoak dira  Funtzioa  Bi motako teoriak daude zergatik negar egiten den azaltzeko Sinpleak direnak adibidez eragindako minaren aurkako erreakzio gisa dela edo konplexuagoak direnak adibidez hitz gabeko komunikazioan sartzen direnak beste norbaiten portaera edo gauza material bat lortzeko Adibidez negar egitea nahi dugun zerbait lortzeko Hau da manipulazio funtzioa eragiten du Kulturan eta gizartean dauden desberdintasunek azaltzen dute gizabanako batzuek zergatik egiten duten negar gehiago beste batzuek baino hala nola jatorri kulturalak eta sexua Historian zehar eta kultura askotan emakume batek negar egiten badu hobeto ikusita dago gizon batek negar egiten badu baino ezarritako generorolen eraginagatik Historikoki gizonak ezin duelako ahultasuna transmititu Batzuek diote ez dagoela malko emozionalak bota ditzakeen beste espezierik Baina desadostasuna dago gai honekin Zientzialariek uste dute bereziki konplexua den giza portaeraren batek eragiten duela negar egitea Duela mende bat baino gehiago Darwinek esan zuen negarra arreta erakartzeko erabilgarria zen bereziki haurrek horretarako negar egiten dutela William H Frey IIak Minnesotako Unibertsitateko biokimikariak proposatu zuen jendea hobeto sentitzen zela negar egin ondoren estresarekin lotutako hormonak ezabatzen zirelako negarrarekin bereziki hormona adrenokortikotropiko izeneko hormona bat Negarrari buruzko azken teoriek garrantzia ematen diote inpotentziasentsazio batengatik negar egiteko erlazioari edo loturarekin Ikuspegi horretatik inpotentzia esperientzia batek azal dezake zergatik negar egiten duen jendeak horrelako egoera gehienetan Adibidez pertsona batek negar egin dezake bereziki berri zoriontsu bat jaso ondoren pertsona ez delako gai momentu horretan hitzez azaltzeko sentitzen ari dena Estimulu horri erantzuteko negar egiten du Psikologia ebolutiboari jarraitzen dion beste teoria bat Paul D MacLeanek ematen du Teoria horrek iradokitzen du lehenik negarraren parte bokala bereiztenegar gisa erabili zela gurasoak beraien umeak biltzen laguntzeko Teoria ebolutibo honen arabera malkoak garunaren garapenaren eta suaren aurkikuntzaren arteko loturaren emaitza dira MacLeanek teorizatzen zuen lehen gizakiek suan konfiantza handia izan behar zutenez eta denbora asko berari begira ematen zutenez  begietan malkoak sortzen ziren kearen efektuari erantzuteko Gizakiek eboluzionatu ahala keak lotura estua izan zuen bizia galtzearekin eta beraz minarekinerreferentzia behar 2017an Carlo Bellienik negarraren portaera aztertu zuen eta ondorioztatu zuen animali gehienek negar egin dezaketela baina gizakiek bakarrik emozioengandik negar egin dutela Bestela esanda gizakiek isuri psikoemozionala dute negar eran Negarra enpatia eragiten duen portaera da negar egiteak eragina du animo egoeran eta autoestimuan malkoak aurpegian erortzen direnean hormona batzuk askatzen ditu eta horrek erlaxazio sentsazioa eragiten du  Erantzun biologikoa  Oso zaila izan daiteke negarraren ondorio biologikoak behatzea Hala ere laborategiko azterketek negarraren zenbait ondorio fisiko erakutsi dituzte hala nola bihotzmaiztasuna handitzea izerdia eta arnasketa motelagoa Askorentzat badirudi negarraren ondorio lasaiek arnasketa motela adibidez sentsazio negatiboak erreparatzen dituztela eta horrek azal lezake zergatik gogoratzen duen jendeak negarra baliagarria eta terapia modukoa  Negarrari lotutako arazoak  Aurpegiko paralisi periferikoa aurpeginerbioaren paralisia gaixoek malkoak isurtzea eragiten du jaten duten bitartean Katuaren soinuaren sindromea Negarraren espasmoa  Negarra kulturan eta erlijioan  Emozioen askapenarekin lotura handiena duen ekintza kultural eta sozialetako bat negarra da Tom Lutzen hitzetanerreferentzia behar Negar egiteak aukera ematen digu gure larritasunaren arrazoiaz jakinarazteko eta gure sentimenduetan arreta jartzeko Artearen munduanez dira gutxi negarraren fenomenoa erabili dutenak Man Raytik Llanto izeneko argazkian non malko faltsu batzuk emakumeaurpegi baten gainean jartzen dira Herbehereetako Bas Jan Ader artistaraino nork bere obra garrantzitsuenen artean bideoartepieza bat dauka eta honela dio izenburua Im too sad to tell you permormance bat da eta artista kameraren aurrean negarrez ari da zenbait minutuz Lanbideen barruan erostariak hiletetan negar egiteko kontratatutako emakumeak dira Historian zehar oso garrantzitsuak izan dira adibidez kultura erromatarrean Familietako bat galdu duen pertsonarekin negar egiten zuten eta horrela beste pertsona hobeto sentitu litzateke Gehienetan negarra gauza intimoa da Lotsa edo negarraren tabua gaur egun munduko leku batzuetan sustraitutako aurreiritzi kulturala da Erlijioek ere negarraren interpretazio propioak dituzte Mistizismo juduarentzat malkoak goimailako ezagutza lortzeko bidea dira hau da negarraren bidez egia errebelatu batera sartzea ahalbidetzen duen kontzientziaegoerara iristeko bidea Kristautasun ortodoxo eta katolikoan malkoak benetako damutasunaren zeinutzat hartzen dira eta desiragarria kasu askotan Uste da benetako malkoak sakramentuzkoak direla eta bekatuak barkatzeko erabilgarriak Xiitek uste dute negarra erantzukizun garrantzitsua dela martirizatu zituzten liderrentzat Imam Hussainen benetako maitale batek Imam Hussainen sufrimendua eta zapalkuntzak senti ditzakeela uste dute hau da haren sentimenduak sentitu Mahomaren iloba zen eta harengaz negar egitea benetako maitasun adierazpen seinalea da  Kategorizazioa  Saiakera asko egon dira bi negar motak bereizteko Positiboa eta negatiboa Hiru ikuspegi desberdinetan banatu dira sentitzen diren emozioak aztertzeko eta bi moten arteko kontrastea hautemateko Ikuspegi espazialak azaltzen du negar negatiboa esperimentatzen dela etxean bakarrik sentitzen bada isolamendua beraz depresioaerreferentzia behar edo hurbileko norbait hil bada Aldiz negar positiboa hemen egotea eta momentua bizitzea da edo senitarteko edo lagun baten lorpen garrantzitsu baten ondorioz Denboraikuspegiak azaltzen du negarra beste perspektiba batetik Denboraren ikuspegitik negar mingarria iraganean asko pentsatzeagatik edo etorkizunari beldurrez begiratzean datza Hortaz aparte beste herrialde batera bizitzera joan den edo besterik gabe hil den lagun edo senide batekin denbora gehiago ez pasatzeagatik damutzea Aitzitik alaitasunez negar egitea denboraikuspegi honen arabera pertsona hori bere bizitzan oso pozik egon den une batean izoztuta geratzea daAzken dimentsioa ikuspegi publikopribatu du izena Adibidez pertsona batek negar egiten badu kanpoko munduari bere barnesufrimendua adierazten hari dio Horretan datza azken ikuspegi hau Arthur Schopenhauer alemaniar filosoforen arabera negar mingarria autokonpasioa edo autoestimua igotzeko metodo bat daerreferentzia behar Negar alaiak ordez edertasuna edo miraria aldarrikatzen du  Negarra haurretan  Haurtxoek malkoak isuri ditzakete 48 aste dituzteneanHeldu gehienek zehaztu dezakete haur baten negarra haserrea edo mina den Hortaz aparte guraso gehienek gaitasun handiagoa dute beren haurren oihuak bereizteko eta beste haur batengandik 2009ko ikerketa batean ikusi zuten haurrek eta haien gurasoek oso tonu antzekoa dutela Gero negar tonuaren ondorioak atera ziren haurren nazionalitateen arabera Adibidez haur frantsesek gero eta nota altuagoa dute haur alemanek berriz tonu edo melodia grabeago bat daukateerreferentzia behar Negarra kritikoa da haur bat jaiotzen denerako Negarrez ari denean arnasa hartzeko gaitasuna badu esan nahi du behar bezala egokitzen dela kanpoko mundura Proba bat bezalakoa da haurra osasuntsu dagoela frogatzen duena Negarra haurraren komunikaziomodua den arren ez da soinu monotono batera mugatzen Hiru soinutan banatzen dira Hiru horietako lehena oinarrizko negarra edo negar basikoa da negar eta isiltasun patroia duen negar sistematikoa Oinarrizko negarra negar txiki batekin hasten da isiltasun laburragoarekin batera eta horren ondoren tonu altuko txistu bat Hau eta geroisiltasun periodo txiki bat dago eta hau amaitzen denean berriro oihukatu egiten du haurrak Beste aldetik haserre negarra dago Negar basikoaren oso antzekoa da negar mota honetan aire gehiago pasarazten da ahotskordetatik eta negar gogorragoa egiten du Negar mota honen ezaugarria oinarrizko patroiaren denborasekuentzia bera da baina faseosagaien luzeran dauden diferentziengatik bereizten da Hirugarren mota minagatik negar egitea da beste biek ez bezala ez du aurreko txisturik eta guztiz ustekabekoa da Minaren negarra gogorrena da T Berry Brazeltonek iradoki du gehiegizko estimulazioa haurraren negarrari laguntzen dion faktore bat izan daitekeela eta negar aktiboko aldiak baliagarriak izan daitezkeela gehiegizko estimulazioa arintzeko eta umearen nerbiosistemari homeostasia berreskuratzen laguntzeko Sheila Kitzingerek korrelazioa aurkitu zuen amaren jaio aurreko estresmailaren eta gero haurtxoaren negarkopuruaren artean Jaiotza eta negartraumatismoaren arteko korrelazioa ere aurkitu zuen Hortaz aparte ere bai aurkitu zuen ebakuntza obstetrikoak egin zizkieten emakumeei bere haurrek beste haur batzuek baino gehiago negar egin zuten Negar hori geldiarazteko beste erremedio bat probatu beharrean amek haurtxoei bere besoekin eustea hobeto zela iradoki zuen negarrak bere bidea naturalki jarraitzeko Beste ikerketa batzuetan Sheilaren aurkikuntzak berretsi ziren adibidez Jaiotzean arazoak izan zituzten haurtxoek negar gehiago egiten zuten lehenengo hiru hilabeteetan eta maizago esnatzen ziren gauez negarrez Hainbat aurkikuntza horietan oinarrituta Aletha Solterrek haurnegarraren askapen emozionalaren teoria orokor bat proposatu zuen Beste arrazoi hauek gosea edo mina esaterako alde batean uzten haurrek negar egiten badu negarra estresa askatzeko mekanismo onuragarria izan daiteke deritzo Alethak Haur horiek kontsolatzeko besoak barrura izenko teknikan fokatzea gomendatzen du Haurra lasaitzeko beste modu bat amaren sabelaren familiartasuna eta maitasuna imitatzea da Robert Hamilton doktoreak teknika bat garatu zuen gurasoentzat haurtxo bat lasaitzeko eta 5 segundotan negar egiteari uzteko  Erreferentziak   Kanpo estekak 
